DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ESA: Eastern and Southern Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2018,2.06,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.49,3.95,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_ESA: Eastern and Southern Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2019,1.87,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.44,3.59,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2000,4.18,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,1.02,8.05,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2001,3.94,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.96,7.59,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2002,3.69,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.90,7.10,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2003,3.42,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.83,6.58,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2004,3.18,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.77,6.13,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2005,2.97,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.72,5.72,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2006,2.78,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.68,5.35,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2007,2.61,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.64,5.03,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2008,2.48,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.60,4.77,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2009,2.36,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.57,4.54,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2010,2.24,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.54,4.31,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2011,2.13,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.52,4.10,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2012,2.02,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.49,3.89,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2013,1.89,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.46,3.64,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2014,1.77,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.43,3.40,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2015,1.64,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.40,3.17,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2016,1.53,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.37,2.95,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2017,1.39,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.34,2.67,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2018,1.26,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.31,2.43,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_SSA: Sub-Saharan Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2019,1.15,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.28,2.22,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2000,1.56,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.43,3.06,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2001,1.42,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.39,2.78,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2002,1.31,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.36,2.56,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_WCA: West and Central Africa,"HVA_EPI_INF_RT_10-19: Estimated incidence rate (new HIV infection per 1,000 uninfected population, adolescents aged 10-19 years)",_T: Total,2003,1.21,0: Units,"RATE_1000: Rate per 1,000 of Population",E: Estimated value,F: Free,0.33,2.37,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2022 estimates,http://aidsinfo.unaids.org/,,,,2000 to 2021,_T: Total
